timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect,API Start Time,API End Time
1626730215201,16770,192.168.78.176 CPU,,,,,true,,0,0,0,0,null,0,0,0,49021,65791
1626730215201,0,192.168.78.176 JMX url=192.168.78.176\:9000:gc-time,,,,,true,,0,0,0,0,null,0,0,0,49021,49021
1626730216201,8883000,192.168.78.176 JMX url=192.168.78.176\:9000:unit=mb:memory-usage,,,,,true,,0,0,0,0,null,0,0,0,50021,8933021
1626730216201,16791,192.168.78.176 CPU,,,,,true,,0,0,0,0,null,0,0,0,50021,66812
1626730216201,0,192.168.78.176 JMX url=192.168.78.176\:9000:gc-time,,,,,true,,0,0,0,0,null,0,0,0,50021,50021
1626730217201,8884000,192.168.78.176 JMX url=192.168.78.176\:9000:unit=mb:memory-usage,,,,,true,,0,0,0,0,null,0,0,0,51021,8935021
1626730217201,15089,192.168.78.176 CPU,,,,,true,,0,0,0,0,null,0,0,0,51021,66110
1626730217201,0,192.168.78.176 JMX url=192.168.78.176\:9000:gc-time,,,,,true,,0,0,0,0,null,0,0,0,51021,51021
1626730218202,9012000,192.168.78.176 JMX url=192.168.78.176\:9000:unit=mb:memory-usage,,,,,true,,0,0,0,0,null,0,0,0,52022,9064022
1626730218202,17180,192.168.78.176 CPU,,,,,true,,0,0,0,0,null,0,0,0,52022,69202
1626730218202,0,192.168.78.176 JMX url=192.168.78.176\:9000:gc-time,,,,,true,,0,0,0,0,null,0,0,0,52022,52022
1626730219202,9123000,192.168.78.176 JMX url=192.168.78.176\:9000:unit=mb:memory-usage,,,,,true,,0,0,0,0,null,0,0,0,53022,9176022
1626730219202,17950,192.168.78.176 CPU,,,,,true,,0,0,0,0,null,0,0,0,53022,70972
1626730219202,0,192.168.78.176 JMX url=192.168.78.176\:9000:gc-time,,,,,true,,0,0,0,0,null,0,0,0,53022,53022
1626730220202,9154000,192.168.78.176 JMX url=192.168.78.176\:9000:unit=mb:memory-usage,,,,,true,,0,0,0,0,null,0,0,0,54022,9208022
1626730220202,17563,192.168.78.176 CPU,,,,,true,,0,0,0,0,null,0,0,0,54022,71585
1626730220202,0,192.168.78.176 JMX url=192.168.78.176\:9000:gc-time,,,,,true,,0,0,0,0,null,0,0,0,54022,54022
1626730221202,9217000,192.168.78.176 JMX url=192.168.78.176\:9000:unit=mb:memory-usage,,,,,true,,0,0,0,0,null,0,0,0,55022,9272022
1626730221202,16569,192.168.78.176 CPU,,,,,true,,0,0,0,0,null,0,0,0,55022,71591
1626730221203,0,192.168.78.176 JMX url=192.168.78.176\:9000:gc-time,,,,,true,,0,0,0,0,null,0,0,0,55023,55023
1626730222203,9225000,192.168.78.176 JMX url=192.168.78.176\:9000:unit=mb:memory-usage,,,,,true,,0,0,0,0,null,0,0,0,56023,9281023
1626730222203,16965,192.168.78.176 CPU,,,,,true,,0,0,0,0,null,0,0,0,56023,72988
1626730222203,0,192.168.78.176 JMX url=192.168.78.176\:9000:gc-time,,,,,true,,0,0,0,0,null,0,0,0,56023,56023
1626730223203,9317000,192.168.78.176 JMX url=192.168.78.176\:9000:unit=mb:memory-usage,,,,,true,,0,0,0,0,null,0,0,0,57023,9374023
1626730223203,17465,192.168.78.176 CPU,,,,,true,,0,0,0,0,null,0,0,0,57023,74488
1626730223203,0,192.168.78.176 JMX url=192.168.78.176\:9000:gc-time,,,,,true,,0,0,0,0,null,0,0,0,57023,57023
1626730224204,9389000,192.168.78.176 JMX url=192.168.78.176\:9000:unit=mb:memory-usage,,,,,true,,0,0,0,0,null,0,0,0,58024,9447024
1626730224204,18530,192.168.78.176 CPU,,,,,true,,0,0,0,0,null,0,0,0,58024,76554
1626730224204,0,192.168.78.176 JMX url=192.168.78.176\:9000:gc-time,,,,,true,,0,0,0,0,null,0,0,0,58024,58024
1626730225204,9745000,192.168.78.176 JMX url=192.168.78.176\:9000:unit=mb:memory-usage,,,,,true,,0,0,0,0,null,0,0,0,59024,9804024
